property_type,district,price_vnd,area_clean,price_per_m2_clean,bedrooms,bathrooms,floors,frontage,acces_road,legal_status,furniture_state,seller_type
"Chính chủ cần bán CH 67m2, 2PN, 2WC tại Habitat, full giá 2,39 tỷ - Nhận nhà trực tiếp CĐT",Bình Hòa,2390000000.0,67.0,35671641.79,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Ngọc Thuật
"Đừng bỏ lỡ 3PN 110m2 21 tỷ view T.C.Viên, căn hộ Vinhomes Golden River quận 1",Sài Gòn,21000000000.0,110.0,190909090.91,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Nghiêm Thơm
"Bán đất Mặt tiền đường Võ Văn Bích, 3,5 tỷ thương lượng , 158 m2 full thổ cư",Bình Mỹ,3500000000.0,158.0,22151898.73,0.0,0.0,0.0,5.5,10.0,Sổ đỏ/ Sổ hồng,Không rõ,Vũ
Cập nhật giá Emerald 68 tháng 6/2026 chính thức từ chủ đầu tư. Hotline PKD CĐT:0914 570 ***,Bình Hòa,2500000000.0,69.0,36231884.06,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,Nguyễn Văn Trường
HOT NHẤT THỊ TRƯỜNG VŨNG TÀU SỞ HỮU NGAY THE LIGHT CITY CHỈ TỪ 4X TR/M2 ĐẤT,Phước Thắng,5800000000.0,102.0,56862745.1,4.0,5.0,3.0,5.0,13.0,Sổ đỏ/ Sổ hồng,Không nội thất,Phạm Quyên
"Chủ cần tiền thanh toán bank bán gấp căn 2PN Lumiere Riverside 10.7tỷ, thiện chí xem nhà",Bình Trưng,10700000000.0,72.0,148611111.11,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bat Dong San
"Bán Nhà Riêng Hẻm Rộng An Ninh Lê Văn Thọ P11 Cũ, Sân Thượng View Cực Chill",Thông Tây Hội,7200000000.0,42.0,171428571.43,4.0,3.0,4.0,0.0,4.0,Sổ đỏ/ Sổ hồng,Không rõ,Trung
"Bán nhà trung tâm Gò Vấp, Nguyễn Thái Sơn, Phan Văn Trị, Dương Quảng Hàm, Trần Bá Giao, Bờ Kè",An Nhơn,7250000000.0,36.8,197010869.57,4.0,5.0,5.0,4.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Huỳnh Thanh Hiếu
"Essensia Sky tại Nguyễn Hữu Thọ, 2 PN 2 WC",Nhà Bè,6000000000.0,74.0,81081081.08,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Không nội thất,Nguyễn Tân Mỹ
NHẬN BOOKING CSJ 2 DỰ ÁN BIỂU TƯỢNG MẶT TIỀN BIỂN THÙY VÂN | BÃI SAU VŨNG TÀU CSJ,Tam Thắng,3220000000.0,46.0,70000000.0,1.0,1.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Hoàng Phi - DIC
"Biệt thự đồi - Dinh thự suất ưu tiên mua trực tiếp CĐT chiết khấu lên đến 3,5 tỷ đồng",Bình Dương,17820000000.0,165.0,108000000.0,5.0,4.0,3.0,15.0,15.0,Hợp đồng mua bán,Không rõ,Đạt Đoàn
"cần bán gấp căn hộ Studio-1 tỷ 650; 1 PN- 2 tỷ 070; 2PN- 2 tỷ260; 3PN- 2 tỷ7, đã có sổ hồng",Lái Thiêu,1650000000.0,47.0,35106382.98,1.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Thanh Hải
"GIỎ HÀNG WESTGATE CÁC LOẠI ( 59M2-2.7 TỶ, 69M2-3.150 TỶ, 75M2-3,5 TỶ, 85M2-3,580 TỶ, 113M2-4,5 TỶ )",Tân Nhựt,2700000000.0,59.0,45762711.86,0.0,3.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Phạm Bá Trí
"Bán đất 41 Bưng Ông Thoàn 6tỷ/94 m2 ngang 6,5m xây tự do",Long Trường,6000000000.0,94.0,63829787.23,0.0,0.0,0.0,6.5,10.0,Sổ đỏ/ Sổ hồng,Không rõ,Thái Bình
"Bán NR 44.2 m2 5.5 tỷ, Đường 27, Phường 6, Gò Vấp",An Nhơn,5500000000.0,44.2,124434389.14,4.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,A Độ
"Bcons Green View ngay Big C Dĩ An, liền kề Thủ Đức, giỏ hàng chủ cần bán gấp, thanh toán chỉ 500tr.",Đông Hòa,2300000000.0,52.0,44230769.23,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Miss Ly Ly
Chính Chủ Ngộp Cần Bán Gấp - Rẻ Bcons Solary Thanh Toán Chỉ 400tr Sở Hữu Căn Hộ 2 PN Gần Metro 600m,Dĩ An,1750000000.0,52.0,33653846.15,1.0,2.0,0.0,0.0,0.0,Không rõ,Không rõ,Miss Ly Ly
RỔ HÀNG GỒM NHIỀU CĂN PROSPER PHỐ ĐÔNG GIÁ TỐT.CĂN NÀO CŨNG CÓ .LH:0945 234 ***,Tam Bình,2400000000.0,56.0,42857142.86,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Võ Thanh Toàn
Venice của Italia ngay tại cửa ngõ thành phố Mới Bình Dương,Bình Dương,6000000000.0,91.0,65934065.93,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Lương Ti Ni
"Độc quyền Bcons Plaza căn Vip - 2PN thanh toán 500tr, ngay khu phức hợp Làng Đại Học, gần Metro",Đông Hòa,2200000000.0,51.0,43137254.9,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Nội thất cơ bản hoàn thiện,Miss Ly Ly
"Rổ hàng siêu độc quyền Bcons City tháp Diamond, tháp Emerald TT 500tr, chiết khấu 6% + ô tô + ipad",Đông Hòa,2390000000.0,52.0,45961538.46,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Miss Ly Ly
"Gía Đầu Tư Căn Hộ RiverPark Resident ,Phú Mỹ Hưng, 3PN-2WC GIÁ 15,9TY LH:0932 747 ***Thành Tâm",Tân Hưng,15900000000.0,126.0,126190476.19,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Trần Thành Tâm
"Giá tốt Melosa Garden 5x23m, 1 trệt 2 lầu, có nội thất 10.8 tỷ, gần sông0901 471 ***",Long Trường,10800000000.0,115.0,93913043.48,4.0,5.0,3.0,0.0,12.0,Sổ đỏ/ Sổ hồng,Có nội thất.,Vòng Xuân Kim
GIA ĐÌNH cần BÁN GẤP biệt thự Ninesouth (KDC - ven sông) sổ hồng (giá: 16 tỷ 800tr) LH:0909 904 ***.,Nhà Bè,16800000000.0,140.0,120000000.0,4.0,5.0,3.0,7.0,60.0,Sổ hồng.,Không rõ,Đoàn Văn Đang
5 suất The Emerald Boulevard nội bộ 2PN view sông trực diện,Bình Hòa,4300000000.0,64.0,67187500.0,2.0,2.0,0.0,0.0,0.0,Không rõ,Không rõ,Võ Thành Huỳnh Nhựt
"Độc quyền Bcons Green Topaz Gần Metro, Làng Đại Học, 2 PN 2 WC view SG có cam kết thuê 10tr/tháng",Đông Hòa,2200000000.0,52.0,42307692.31,2.0,2.0,0.0,0.0,0.0,Không rõ,Nội thất cơ bản hoàn thiện.,Miss Ly Ly
ORCHARD COLLECTION  TRẢI NGHIỆM NHÀ MẪU PHÂN KHU CUỐI CÙNG TẠI SYCAMORE,Bình Dương,5270000000.0,81.0,65061728.4,2.0,2.0,0.0,0.0,0.0,Không rõ,Cơ bản,Nguyễn Minh Nhật
"9.8 tỷ - (4x17m, 3 TẦNG - SÂN THƯỢNG) ĐƯỜNG 7m, XE HƠI VÀO NHÀ gần LÃNH BINH THĂNG, BÌNH THỚI",Hòa Bình,9800000000.0,64.0,153125000.0,0.0,0.0,3.0,0.0,7.0,Không rõ,Không rõ,Lê Hải Innov Home
"CĂN GÓC SÂN VƯỜN GIÁ TỐT NHẤT DỰ ÁN BLACA CITY, MẶT TIỀN 9M, 4 TẦNG + HẦM, CHỈ 6 TỶ 8 SỞ HỮU NGAY!",Rạch Dừa,24880000000.0,157.0,158471337.58,12.0,12.0,4.0,0.0,0.0,Hợp đồng mua bán,Không nội thất,Phạm Hoàng
Giỏ hàng nội bộ căn hộ view biển Sunworld - Pháo hoa trọn đời - sổ hồng lâu dài tại Beacon - Blanca,Rạch Dừa,3320000000.0,55.9,59391771.02,1.0,1.0,0.0,0.0,0.0,Không rõ,Đầy đủ,Nguyễn Đức
"Bán đất mặt tiền đường nhựa - Tân Thông Hội, Củ Chi - Vị trí đẹp, đầy đủ tiện ích!",Củ Chi,1300000000.0,240.0,5416666.67,0.0,0.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Thị Ngọc Hân
"Em Giang chuyên căn hộ sổ riêng tại Phú Hữu Quận 9, giỏ hàng giá tốt T5/2026 Ricca 1pn+ giá 2 tỷ650",Long Trường,2690000000.0,58.0,46379310.34,1.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Giang Nguyễn
"100 Căn Rổ Hàng 1pn 4ty9 , 2pn 5ty4 , 3pn 7ty5 Precia và D'lusso",Bình Trưng,6100000000.0,71.0,85915492.96,0.0,0.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Bùi Ngọc Đà
Cập nhật giá Diamond Sky Vạn Phúc City Tháng 6/2026 chính thức CĐT. Hotline PKD CĐT:0914 570 ***,Hiệp Bình,6000000000.0,63.0,95238095.24,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,Nguyễn Văn Trường
"Rẻ nhất! 27 tỷ sở hữu đất ngay MT Nguyễn Hoàng, P. An Phú, Q. 2 DT 11x14.5m (160m2) CTXD hầm 4 tầng",Bình Trưng,27000000000.0,160.0,168750000.0,0.0,0.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Trịnh  Thị Huế
MỞ BÁN 2 CĂN HỘ DUPLEX CUỐI CÙNG TẠI D-HOMME Q6 - ĐANG LÀM SỔ,Bình Tây,10100000000.0,134.0,75373134.33,3.0,3.0,0.0,0.0,0.0,Đang chờ sổ,Cơ bản,Nv 7
"Bán đất dự án Sở Văn Hoá Thông Tin, vị trí đẹp. DT (6x15)m2. Giá 6,8 tỷ",Long Trường,6800000000.0,90.0,75555555.56,0.0,0.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Trương Thanh Tùng
Boulevard Dự án khiến nhà đầu tư xuống tiền ngay từ lần đầu tham quan,Bình Dương,6250000000.0,125.0,50000000.0,4.0,5.0,4.0,45.0,45.0,Sổ đỏ/ Sổ hồng,Cơ bản,Mr.Phi
"Em chuyên nhà đất sổ riêng phường Long Phước,Thành Phố Thủ Đức, giá tốt T5/2026, DT 60m2 giá 1 tỷ 9",Long Phước,1900000000.0,60.0,31666666.67,0.0,0.0,0.0,4.0,7.0,Sổ đỏ/ Sổ hồng,Không rõ,Giang Nguyễn
"BÁN NHÀ MẶT TIỀN ĐẸP VỊ TRÍ TIỀM NĂNG NGAY VÀNH ĐAI 4, BẾN CÁT BÌNH DƯƠNG",Thới Hòa,2460000000.0,75.0,32800000.0,2.0,3.0,1.0,12.0,30.0,Sổ đỏ/ Sổ hồng,Cơ bản,Nhan Lệ Hằng
Quản lý bán Jamona City 2PN có sổ giá tốt nhất từ 3.35 tỷ - LH0918 981 ***Loan,Phú Thuận,3350000000.0,57.0,58771929.82,2.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Loan Rachel
Giỏ hàng bán C/C Him Lam Q6 - đủ loại diện tích 83 đến 108m2 sổ sẵn công chứng ngay lh0931 918 ***,Bình Phú,4500000000.0,83.0,54216867.47,2.0,2.0,0.0,0.0,0.0,Không rõ,Không rõ,Chung Cư Sài Gòn
"BÁN CĂN HỘ ELYSIAN 1PN  D.xx.07  GIÁ 4.6 TỶ (All in, ĐÃ THANH TOÁN 15%)",Long Phước,4600000000.0,52.64,87386018.24,1.0,0.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,CÔNG TY TNHH BẤT ĐỘNG SẢN IZBUSHKA
"ELYSIAN Studio B.xx.02 GIÁ 3.2 TỶ (All in, ĐÃ THANH TOÁN 15%)",Long Phước,3200000000.0,36.88,86767895.88,1.0,0.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,CÔNG TY TNHH BẤT ĐỘNG SẢN IZBUSHKA
Giỏ hàng bán Feliz En Vista 1PN 7.8 tỷ 2PN 9 tỷ 3PN 13 tỷ - PKD Feliz en vista bán các căn giá tốt,Cát Lái,9000000000.0,85.0,105882352.94,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nguyễn Minh Cảnh
"100 Căn Rổ Hàng 1pn 4ty9 , 2pn 5ty4 , 3pn 7ty5 D'lusso và Precia",Bình Trưng,7100000000.0,80.0,88750000.0,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Bùi Ngọc Đà
Ngộp bank bán gấp c/c Carillon 7 - loại 2 & 3PN view hướng mát sổ sẵn công chứng ngay LH0931 918 ***,Phú Thạnh,3800000000.0,66.0,57575757.58,2.0,1.0,0.0,0.0,0.0,Sổ hồng riêng,Không rõ,Chung Cư Sài Gòn
"Căn góc 3PN, tầng có mảng xanh riêng tại Masteri Grand View The Global City",Bình Trưng,14880000000.0,113.5,131101321.59,3.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Fú Fhome91
190TRIỆU/ THÁNG LÀ THU NHẬP CỦA GIA CHỦ SAU TRỪ CHI PHÍ- TƯƠNG ỨNG DÒNG TIỀN 4.5%/NĂM- 2.3 TỶ/NĂM,Tăng Nhơn Phú,57000000000.0,411.0,138686131.39,0.0,0.0,5.0,19.0,10.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Anh Khoa
"Chỉ với 2tỷ299 sở hữu Shophouse cách TTTM lớn nhất ĐNA chỉ 300m, Nhà sẵn TT 30% nhận nhà ngay",Bình Dương,7100000000.0,120.0,59166666.67,5.0,4.0,3.0,0.0,0.0,Đang chờ sổ,Không nội thất,Phòng Kinh Doanh Gamuda Land
"Bán Shophouse, Nhà Phố Cao cấp tại One Era - KĐT Kiểu Mẫu Thế Hệ Mới tại Thượng Đông, TP. HCM",Thuận Giao,8870000000.0,80.0,110875000.0,3.0,4.0,3.0,5.0,13.0,Hợp đồng mua bán,Không nội thất,Lê Văn Sang
"Saigon Pearl giá tốt nhất: Căn 2PN - từ 9 tỷ, căn 3PN - từ 12 tỷ, căn 4PN từ 15 tỷ",Thạnh Mỹ Tây,13500000000.0,140.0,96428571.43,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bùi Đình Dương
Giỏ hàng DeCapella mới nhất : Căn 2PN view LM81 - 82m2 chỉ 7 tỷ 7 LH0966 884 ***,An Khánh,7500000000.0,82.0,91463414.63,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Đinh Quốc Việt
"Siêu hót! Topaz Elite quận 8, tòa Parc mall, 85m2, 3pn, full NT cao cấp, giá chỉ 4.85 tỷ",Chánh Hưng,4850000000.0,85.0,57058823.53,3.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Huỳnh Thị Xinh
"Giá siêu tốt Bcons City có hợp đồng thuê 14tr/2năm bao hỗ trợ vay,tiện ích dưới ngay dưới chân nhà.",Đông Hòa,2850000000.0,52.0,54807692.31,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Ngọc Diện
"Bán nhanh căn 2PN Infiniti giá 8tỷ6, view nội khu biển nhân tạo, bàn giao hoàn thiện, nhà mới",Tân Mỹ,8600000000.0,81.0,106172839.51,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Nguyễn Thị Kim Loan
"Bán căn hộ 2PN, 2WC tại The Emerald Boulevard, tầm 62,6 triệu/m2, diện tích 65m2",Bình Hòa,4070000000.0,65.0,62615384.62,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,Trần Thanh Toàn
"Bán nhà 198m2 (9,2m x 21m) Phong Phú, Bình Chánh ngay KDC Phong Phú 4 Khang Điền",Bình Hưng,6200000000.0,198.0,31313131.31,3.0,2.0,0.0,0.0,0.0,Sổ hồng riêng,Không rõ,Đức
"Siêu Phẩm - Nhà Phố Nguyễn Lâm - 36m2 giá 6,3 tỷ - ô tô đỗ cửa - lô góc - LH0934 503 ***",Gia Định,6300000000.0,36.0,175000000.0,2.0,3.0,3.0,0.0,4.0,Không rõ,Full.,Đại Lộc Phát Tiên Phong
Căn góc tại Tháp đẹp nhất Bcons City - Green Diamond bán lại thu hồi vốn,Đông Hòa,3090000000.0,57.0,54210526.32,2.0,2.0,0.0,0.0,0.0,Không rõ,Không rõ,Đỗ Nam BCONS
"Hàng hiếm chỉ 2,85 tỷ, 46m2, 1PN + 1, khách kẹt tiền cần chuyển nhượng lại. Đã thanh toán 20%",Hiệp Phước,2850000000.0,46.0,61956521.74,1.0,1.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Trương Thị Kim Thảo
Nhượng lại thu hồi vốn căn 2PN 1WC duy nhất view sân vườn tầng 8,Đông Hòa,2270000000.0,50.0,45400000.0,2.0,1.0,0.0,0.0,0.0,Không rõ,Không rõ,Đỗ Nam Bcons
Chính thức The Maris mở bán siêu phẩm căn hộ view trực diện biển ngay Trung tâm Vũng Tàu,Rạch Dừa,2900000000.0,42.0,69047619.05,1.0,1.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Vũ Ngọc Thanh Mai
"Bán Nhà riêng tại Bùi Thế Mỹ, 2,95 tỷ, 20m2,TL",Bảy Hiền,2950000000.0,20.0,147500000.0,2.0,2.0,2.0,3.5,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Trung Mua Bán Có Tâm
"32/22 Tống Văn Hên-Nhà 4 tầng FULL nội thất chỉ, 7.99 tỷ gần Tây Thạnh, Trường Chinh - vào ở ngay!",Tân Sơn,7990000000.0,48.0,166458333.33,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Phan Thị Kim Phụng
"Bán nhà phố khu Phan Xích Long - 36m2. Giá 6,3 tỷ - ô tô đỗ cửa - lô góc - LH0934 503 ***",Gia Định,6300000000.0,36.0,175000000.0,2.0,3.0,3.0,0.0,4.0,Nội thất xin sò,Full nội thất.,Đại Lộc Phát Tiên Phong
The Nest đặt giữ chỗ trước để ưu tiên chọn căn từ Chủ đầu tư,Bình Dương,2500000000.0,50.0,50000000.0,2.0,1.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,Nguyễn Thị Chung
Bán căn góc mặt tiền Kênh Tham Lương - 171.6m2 full thổ cư,Tân Tạo,18700000000.0,171.6,108974358.97,0.0,0.0,0.0,5.49,20.0,Sổ đỏ/ Sổ hồng,Không rõ,Bùi Hùng Hiếu
"Chính chủ bán nhà riêng 1 trệt, 1 lầu tại trung tâm Q5, bước sang đường là Q1",Chợ Quán,7900000000.0,40.0,197500000.0,2.0,2.0,2.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Nguyễn Thị Cúc Hương
"Quá rẻ - đẹp - Quá Thoáng Phố Vạn Kiếp - 36m2 giá 6,3 tỷ - ô tô đỗ cửa - lô góc0934 503 ***",Gia Định,6300000000.0,36.0,175000000.0,2.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Đại Lộc Phát Tiên Phong
"Chính chủ bán đất thổ cư Hiệp Bình Chánh, Thủ Đức 7x18m, nở hậu, giá tốt nhất thị trường",Hiệp Bình,9900000000.0,130.0,76153846.15,0.0,0.0,0.0,7.0,5.0,Sổ đỏ/ Sổ hồng,Không rõ,Lê Diệu
"CỰC RẺ - Nhà Khu VIP PHAN ĐĂNG LƯU 36m2 - lô góc - giá 6,3 tỷ",Gia Định,6300000000.0,36.0,175000000.0,1.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Đại Lộc Phát Tiên Phong
Ngộp bank cần bán gấp C/C The Botanica loại 1 đến 3 ngủ (dòng tiền 18tr / tháng) LH0931 918 ***,Tân Sơn Hòa,5800000000.0,73.0,79452054.79,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán.,Không rõ,Chung Cư Sài Gòn
"Bán căn hộ Masteri Grand View, 6,86 tỷ, 60m2, 1PN, 1WC, Đông Nam, chính chủ",Bình Trưng,6860000000.0,60.0,114333333.33,1.0,1.0,0.0,0.0,0.0,Không rõ,Cơ bản,Mai Như Ngọc
"Chính chủ cần bán gấp căn hộ trung tâm Q3 CC Screc, dòng tiền ổn định 13tr/tháng",Nhiêu Lộc,5700000000.0,92.0,61956521.74,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Thuỷ Phạm
Bán căn NP Đảo VALORA vị trí đẹp nhà mới hoàn thiện có sổ hồng riêng 100m2 giá 13 tỷ0915 765 ***,Bình Hưng,13000000000.0,100.0,130000000.0,3.0,4.0,3.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Thị Hồng Ngọc
"Căn hộ chung cư giá tốt, nhà đẹp, hàng hiếm tại Belleza, 3PN, block E27, 124 m2",Tân Mỹ,5700000000.0,124.0,45967741.94,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Kim Chi
"Em chuyên nhà đất phường Long Trường TP thủ Đức, cập nhật giá tốt T5/2026 , DT 75 m2 giá 3 tỷ 590",Long Trường,3590000000.0,75.0,47866666.67,0.0,0.0,0.0,5.0,8.0,Sổ đỏ/ Sổ hồng,Không rõ,Giang Nguyễn
"Cần tiền bán nhanh 3 tầng, ngang 4m, Lê Đức Thọ, KDC P15, Gò Vấp, vị trí kinh doanh sầm uất, 11 tỷ",An Hội Đông,11000000000.0,80.0,137500000.0,3.0,4.0,3.0,4.0,15.0,Sổ đỏ/ Sổ hồng,Không nội thất,Anh Hải
GẤP - BÁN LỖ 200TR CĂN SHOPHOUSE D-AQUA Q8 74M2 - THƯƠNG LƯỢNG THÊM CHO KHÁCH THIỆN CHÍ,Phú Định,5300000000.0,74.98,70685516.14,0.0,1.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Minh Châu
"Bán BT SONG LẬP VIEW CÔNG VIÊN 4PN, 4WC, 172,5m2, 17,5 tỷ tại Nv2, La Vida Residences, Vũng Tàu",Phước Thắng,17500000000.0,172.5,101449275.36,4.0,4.0,3.0,10.0,13.0,Sổ đỏ/ Sổ hồng,Không nội thất,Trần Xuân Tường
50 SUẤT NGOẠI GIAO CDT BCONS NEWSKY DIỆN TÍCH 55-65-78-99m2. ƯU ĐÃI TẶNG 5 CHỈ VÀNG CHO 10 KHÁCH,Lái Thiêu,2700000000.0,55.0,49090909.09,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Huỳnh Trung
"Căn hộ City Garden Bình Thạnh ngay Ngô Tất Tố, DT 108m2, giá 12 tỷ, liên hệ0903 397 ***",Thạnh Mỹ Tây,12000000000.0,108.0,111111111.11,2.0,0.0,0.0,0.0,0.0,Có sổ,Đầy đủ,Dang Anh Dan
CHÍNH CHỦ BÁN ĐẤT THỦ ĐỨC  SỐ 8 ĐƯỜNG 41 (123m²  FULL THỔ CƯ),Thủ Đức,9840000000.0,123.0,80000000.0,0.0,0.0,0.0,4.0,5.0,Sổ đỏ/ Sổ hồng,Không rõ,Phong
CHÍNH CHỦ BÁN ĐẤT THỦ ĐỨC MẶT TIỀN ĐƯỜNG 41 (98.71m² FULL THỔ CƯ),Thủ Đức,8390000000.0,98.71,84996454.26,0.0,0.0,0.0,4.0,5.0,Đang chờ sổ,Không rõ,Phong
"Biệt thự chính chủ, pháp lý sạch, khu dân trí cao Phú Hòa 1, 200m2 (10x20m)",Phú Lợi,12500000000.0,200.0,62500000.0,4.0,2.0,1.0,10.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Cô Yến
"Bán căn hộ chung cư đẹp tại Kiều By KITA 03PN 143m2, sổ hồng trao tay nhận nhà ở ngay",Chợ Quán,20000000000.0,143.0,139860139.86,3.0,3.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản.,Phan Kim Long
Becamex Tokyu nhận Booking Đặt chỗ căn hộ The NEST,Bình Dương,3200000000.0,59.0,54237288.14,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Vũ Thị Uyên
"Bán gấp shophouse tại Golden Boulevard, 33 triệu / m2, 124 m2, 2PN, 3WC. Giá tốt, thanh toán nhẹ",Bình Dương,4090000000.0,124.0,32983870.97,2.0,3.0,3.0,36.0,36.0,Đang chờ sổ,Không nội thất,Lê Văn Hoà
"Mở bán căn hộ trung tâm bắc TP.HCM chỉ 460 triệu sở hữu, không áp lực tài chính",Bình Dương,2350000000.0,50.0,47000000.0,2.0,1.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Vũ Hoàng Quế Anh
"Bán Nhà Riêng tại 135/26 Thích Quảng Đức, 9 tỷ, 200m2, giá cực chất!",Thủ Dầu Một,9000000000.0,200.0,45000000.0,5.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nhật
"BÁN DÃY NHÀ TRỌ HẺM OTO 5M LÊ VĂN THỊNH, PHƯỜNG CÁT LÁI, Q2",Cát Lái,19400000000.0,200.0,97000000.0,12.0,12.0,1.0,0.0,0.0,Hợp đồng mua bán,Không rõ,phạm xuân phong
Ngân hàng thanh lý dãy trọ 20 phòng tại Phong Phú - Bình Chánh - HCM,Bình Hưng,2380000000.0,250.0,9520000.0,20.0,0.0,2.0,10.0,5.0,Không rõ,Không rõ,Vy Real Estate
FULL GIỎ HÀNG ĐẸP GIÁ TỐT ZEITGEIST NHÀ BÈ | NHÀ PHỐ - BIỆT THỰ - DINH THỰ THÁNG 05/2026,Nhà Bè,17000000000.0,119.0,142857142.86,0.0,0.0,0.0,0.0,0.0,Đang chờ sổ,Không rõ,Nguyễn Phước Sửu
Chủ nhà cần bán gấp căn hộ Sky Garden 2PN - giá 4tỷ3 - ngay bên cạnh RMIT - mua cho con đi học,Tân Hưng,4300000000.0,57.0,75438596.49,2.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Lê Vân Pmh
"Paris Hoàng Kim, duy nhất căn 2PN 71m2, view Landmark 81, Nhà mới, nhận chiết khấu 8% + 50 triệu",An Khánh,7600000000.0,71.0,107042253.52,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Hotline PKD Chủ Đầu Tư
"BÁN GẤP NHÀ THỚI HÒA  GIÁ CHỈ 2,1xx TỶ  Nhà đẹp 80m²  full công năng  dọn vào ở liền",Thới Hòa,2100000000.0,80.0,26250000.0,3.0,3.0,2.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,NGUYỄN QUỐC PHƯƠNG
Chính chủ bán Studio The Manor II - 37m² - Đã có Sổ Hồng - Giá 4 tỷ,Thạnh Mỹ Tây,4000000000.0,37.0,108108108.11,3.0,0.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hồ Quang Lâm
"NHÀ SỔ RIÊNG, GÓC HAI MẶT TIỀN, THOÁNG MÁT, HUỲNH TẤN PHÁT, NHÀ BÈ.",Nhà Bè,4590000000.0,54.0,85000000.0,3.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Tím Lê
